locKey,surfMin,surfMax,generalCondition,surf_max_0,surf_max_1,surf_max_2,surf_max_3,surf_min_0,surf_min_1,surf_min_2,surf_min_3,swell_period1_0,swell_period1_1,swell_period1_2,swell_period1_3,swell_period2_0,swell_period2_1,swell_period2_2,swell_period2_3,swell_direction1_0,swell_direction1_1,swell_direction1_2,swell_direction1_3,swell_direction2_0,swell_direction2_1,swell_direction2_2,swell_direction2_3,swell_height1_0,swell_height1_1,swell_height1_2,swell_height1_3,swell_height2_0,swell_height2_1,swell_height2_2,swell_height2_3
10832,,,,17.77,16.23,14.87,13.21,14.87,13.8,12.53,11.05,14.9,13.5,13.5,13.5,8.4,5.7,6.3,7.6,331,330,330,330,67,61,62,65,10.2,9.7,8.9,8,5.1,4,5.2,6.5
10834,,,,11.3,10.44,9.63,8.54,9.45,8.97,8.27,7.33,14.9,13.5,13.5,13.5,8.4,5.7,6.3,7.6,331,330,330,330,67,61,62,65,10.2,9.7,8.9,8,5.1,4,5.2,6.5
10837,3,5 ,poor to fair,3.4,3.46,3.4,4.32,2.4,2.46,2.4,3.32,14.9,13.5,13.5,13.5,8.4,8.4,6.3,7.6,332.0,331.0,330.0,330.0,86.0,86.0,64.0,89.0,9.7,9.3,8.6,7.8,6.7,6.7,5.1,6.1
10849,3,4,,4.64,4.22,4.01,3.71,3.25,2.98,2.82,2.59,14.9,13.5,13.5,13.5,11.2,11.2,10.2,10.2,331.0,330.0,330.0,329.0,194.0,194.0,193.0,192.0,3,3,2.8,2.6,1.1,1.1,1.1,1.1
10850,8,11,,12.3,10.84,10.08,9.22,8.61,7.92,7.3,6.51,14.9,13.5,13.5,13.5,5.2,5.2,5.2,6.3,334.0,334.0,334.0,334.0,43.0,44.0,44.0,42.0,8.3,7.9,7.3,6.6,2.4,2.6,3.4,4.1
13830,,,,1.01,1.06,1.09,1.12,0.01,0.06,0.09,0.12,14.9,14.9,13.5,13.5,11.2,10.2,10.2,10.2,328.0,327.0,327.0,324.0,194.0,194.0,193.0,193.0,2.3,2.4,2.4,2.3,1.2,1.1,1.1,1.1
16175,2,3,poor to fair,6.68,6.61,6.57,6.49,5.68,5.62,5.57,5.55,6.3,6.3,6.3,6.3,13.5,5.7,5.7,5.7,48,46,48,50,209,357,357,358,6.7,6.7,6.6,6.9,1.8,1.9,1.7,1.6
16699,2,3,,4.13,4.19,4.02,3.91,2.89,2.93,2.81,2.74,12.3,13.5,12.3,12.3,8.4,8.4,8.4,8.4,201,201,201,201,174,173,171,171,2.8,2.8,2.7,2.6,2.3,2.1,2.3,2.2
17424,3,4,,4.43,3.94,3.8,3.78,3.46,2.94,2.8,2.78,6.9,6.3,3.9,4.7,8.4,9.3,6.3,10.2,300.0,312.0,302.0,305.0,352.0,357.0,311.0,263.0,2,2.6,2.1,3.8,2,1.6,1.9,1.5
17513,2,3,POOR TO FAIR,3.24,3.06,3.09,3.07,2.24,2.06,2.09,2.07,7.6,7.6,7.6,7.6,10.2,3.9,3.9,3.9,89.0,96.0,99.0,97.0,120.0,32.0,43.0,47.0,4,3.6,3.4,3.3,0.9,1.3,1.8,1.7
18822,2,3,,3.62,4.14,3.32,3.23,2.62,3.14,2.36,2.23,7.6,7.6,5.2,8.4,5.2,5.2,9.3,5.2,115,118,49,115,41,42,121,45,3,3,3.5,3.2,1.7,2.8,2.9,3.1
103685,3,4,POOR TO FAIR,1.3,1.29,1.32,1.41,0.3,0.29,0.35,0.45,10.2,9.3,9.3,8.4,13.5,13.5,13.5,18,282,282,282,282,199,200,200,284,1.5,1.5,1.5,1.4,0.6,0.6,0.6,0.6
103685,3,4,POOR TO FAIR,1.3,1.29,1.32,1.41,0.3,0.29,0.35,0.45,10.2,9.3,9.3,8.4,13.5,13.5,13.5,18,282,282,282,282,199,200,200,284,1.5,1.5,1.5,1.4,0.6,0.6,0.6,0.6
106914,1,2,POOR,1.44,1.42,2.14,2.55,0.49,0.42,1.22,1.67,7.6,8.4,3.9,5.2,4.7,5.2,3.9,4.7,140,139,29,36,34,35,346,347,1.7,1.6,2.3,3.8,1.5,1.5,1.6,2.6
106919,1,2,POOR,1.19,1.13,1.25,1.35,0.23,0.13,0.38,0.42,4.7,8.4,4.3,4.7,8.4,4.7,4.3,4.7,40,137,33,35,142,40,343,348,1.5,1.5,2.8,3.2,1.3,1.1,2.4,2
106923,,,FLAT,1.63,1.52,1.42,1.25,0.69,0.57,0.46,0.3,6.9,7.6,7.6,3.9,10.2,10.2,10.2,7.6,134,134,133,41,120,120,120,133,2.2,2.1,1.9,2.8,0.8,0.8,0.7,1.6
107410,4,5,,5.38,5.4,5.29,4.22,4.38,4.4,4.29,3.22,7.6,8.4,9.3,9.3,11.2,11.2,13.5,5.2,76.0,75.0,73.0,86.0,30.0,30.0,30.0,47.0,5.4,5.4,5.3,4.1,0.5,0.5,0.6,3.1
107411,4,5,,6.1,5.48,5.08,4.44,5.1,4.48,4.09,3.47,9.3,9.3,9.3,9.3,2.4,0.0,0.0,4.3,216.0,216.0,217.0,218.0,180.0,0.0,0.0,181.0,6.1,5.5,5.1,4.6,0.2,0,0,1.2
107413,6,7,,6.66,6.94,6.73,6.81,5.73,6.01,5.77,5.87,7.6,7.6,7.6,7.6,11.2,0.0,10.2,10.2,186.0,185.0,183.0,184.0,225.0,0.0,223.0,222.0,7.2,7.5,7,7.3,0.9,0,2.7,3.3
107422,5,6,,5.84,5.74,5.24,4.92,4.82,4.69,4.26,3.92,10.2,5.7,5.7,5.7,5.2,10.2,10.2,10.2,191.0,89.0,96.0,99.0,84.0,191.0,191.0,189.0,4.9,4.7,5.1,4.8,4.9,4.6,4,3.6
107423,3,4,,4.41,4.18,4.33,4.26,3.44,3.2,3.33,3.45,5.7,5.7,6.3,5.2,14.9,13.5,13.5,13.5,128.0,127.0,124.0,121.0,213.0,213.0,213.0,213.0,4.6,4.2,3.8,3.4,1.9,2.3,2.5,2.7
107563,,,,0.98,0.89,0.82,0.84,0.06,0,0,0,3.6,11.2,10.2,10.2,11.2,4.7,9.3,2.9,126,92,91,91,93,126,134,17,0.8,0.7,0.7,0.7,0.6,0.6,0.3,0.3
107628,7,8,,7.93,7.9,7.69,7.55,7.02,7.01,6.84,6.72,11.2,11.2,11.2,11.2,4.3,4.7,4.7,4.7,218.0,219.0,220.0,222.0,55.0,50.0,48.0,54.0,7,7,6.8,6.7,2.8,2.1,1.6,1.4
107630,4,6,,5.86,6.17,5.77,5.84,4.67,4.34,4.18,4.09,11.2,11.2,11.2,11.2,4.3,11.2,4.3,4.3,189.0,189.0,188.0,187.0,90.0,357.0,77.0,76.0,4.7,4.3,4.2,4.1,2.4,2.1,2.6,2.8
107631,1,2,,1.8,1.79,1.72,1.77,0.81,0.79,0.74,0.77,10.2,9.3,9.3,8.4,13.5,13.5,13.5,13.5,283.0,283.0,283.0,282.0,205.0,203.0,205.0,206.0,1.4,1.5,1.4,1.4,0.8,0.9,0.8,0.7
107634,6,7,,7.1,6.87,6.14,5.68,6.18,5.91,5.14,4.68,6.3,7.6,7.6,7.6,4.7,5.2,5.2,5.2,317.0,318.0,321.0,326.0,18.0,25.0,26.0,25.0,7.8,7.2,6.1,5.7,1.5,2.5,2.5,2.5
107637,3,4,,4.94,4.35,3.65,4.86,3.95,3.36,2.65,3.9,8.4,8.4,5.2,5.7,5.2,5.2,8.4,5.7,340.0,341.0,347.0,345.0,29.0,30.0,342.0,24.0,5,4.4,3.7,5,3.3,3.2,3.2,3.3
107638,10,13,,15.35,13.44,12.53,11.7,10.74,9.69,8.9,8.19,14.9,13.5,13.5,13.5,7.6,5.7,6.3,7.6,331.0,330.0,330.0,330.0,62.0,58.0,59.0,61.0,10.2,9.7,9,8,4.6,3.8,5,6
